Type,Price,Location,Bath,Area,Purpose,Bedrooms,Added,Precinct ,Main Features,,,
House,PKR1.9 Crore,"Bahria Town Karachi, Karachi, Sindh",3,235 Sq. Yd.,For Sale,3,1 week ago,Precinct 27,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities"
House,PKR2.35 Crore,"Bahria Town Karachi, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,1 week ago,Precinct 35,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 4Bathrooms: 4Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities"
House,PKR2 Crore,"Bahria Town Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,1 week ago,Precinct 10-A,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities"
House,PKR1.99 Crore,"Bahria Town Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,1 week ago,Precinct 11-A,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities"
House,PKR1.8 Crore,"Bahria Town Karachi, Karachi, Sindh",4,235 Sq. Yd.,For Sale,3,1 week ago,Precinct 27,"Main FeaturesBuilt in year: 2021FlooringFloors: 2RoomsBedrooms: 3Bathrooms: 4Servant Quarters: 1Drawing RoomDining RoomKitchens: 2Study RoomPrayer RoomLounge or Sitting RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenMosqueHealthcare RecreationalLawn or GardenOther Facilities
Maintenance StaffSecurity StaffFacilities for Disabled"
Flat,PKR65 Lakh,PKR42 Lakh,PKR1.25 Lakh,9 Months,"Bahria Town Karachi, Karachi, Sindh",1,56 Sq. Yd.,For Sale,1,1 week ago,"Precinct 2,","Main FeaturesBuilt in yearParking SpacesLobby in BuildingDouble Glazed WindowsFlooringElectricity BackupWaste DisposalFloor: 8Floors in Building: 8ElevatorsService Elevators in BuildingOther Main FeaturesRoomsBedrooms: 1Bathrooms: 1KitchensGymLounge or Sitting RoomOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomATM MachinesOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreOther Community FacilitiesHealthcare RecreationalSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffLaundry or Dry Cleaning FacilityCommunal/Shared KitchenFacilities for DisabledOther Facilities"
House,PKR1.5 Crore,"Bahria Town Karachi, Karachi, Sindh",3,125 Sq. Yd.,For Sale,3,1 week ago,Not Found,"Main FeaturesBuilt in year: 2022Parking SpacesDouble Glazed WindowsFlooringElectricity BackupWaste DisposalFloors: 2RoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Study RoomStore Rooms: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenKids Play AreaHealthcare RecreationalLawn or GardenNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsNearby Public Transport ServiceOther Facilities
Maintenance StaffSecurity Staff"
Flat,PKR52 Lakh,"Bahria Town Karachi, Karachi, Sindh",-,50 Sq. Yd.,For Sale,-,1 week ago,Precinct 12,"Main FeaturesLobby in BuildingDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupElevators: 2Service Elevators in BuildingRoomsBedrooms: 2Bathrooms: 2Drawing RoomDining RoomKitchens: 1Study RoomPrayer RoomPowder Room Steam RoomLounge or Sitting RoomBusiness and CommunicationBroadband Internet AccessBusiness Center or Media Room in BuildingIntercomCommunity FeaturesCommunity Swimming PoolFirst Aid or Medical CentreDay Care CentreKids Play AreaCommunity CentreHealthcare RecreationalSaunaNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsNearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffLaundry or Dry Cleaning FacilityCommunal/Shared KitchenFacilities for DisabledPet Policy"
House,PKR1.87 Crore,PKR55 Lakh,PKR11 Lakh,12 Months,"Bahria Town Karachi, Karachi, Sindh",4,129 Sq. Yd.,For Sale,3,1 week ago,Not Found,Main FeaturesDouble Glazed WindowsFlooringElectricity BackupFloors: 2RoomsBedrooms: 4Bathrooms: 3Drawing RoomGymStore Rooms: 1Lounge or Sitting RoomCommunity FeaturesCommunity Lawn or GardenFirst Aid or Medical CentreMosqueCommunity CentreNearby Locations and Other FacilitiesNearby SchoolsNearby Hospitals
House,PKR1.9 Crore,"Bahria Town Karachi, Karachi, Sindh",3,235 Sq. Yd.,For Sale,3,1 week ago,Precinct 27,Main FeaturesParking Spaces: 1FlooringElectricity BackupWaste DisposalRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Study RoomLounge or Sitting RoomCommunity FeaturesKids Play AreaNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places
House,PKR2.1 Crore,"Bahria Town Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,1 week ago,Precinct 11-A,Main FeaturesParking Spaces: 1FlooringElectricity BackupWaste DisposalRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Study RoomLounge or Sitting RoomCommunity FeaturesKids Play AreaNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places
House,PKR2.1 Crore,"Bahria Town Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,1 week ago,Precinct 10-A,Main FeaturesParking Spaces: 1FlooringElectricity BackupWaste DisposalRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Study RoomLounge or Sitting RoomCommunity FeaturesKids Play AreaNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places
House,PKR2.45 Crore,"Bahria Town Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,1 week ago,"Precinct 2,",Main FeaturesParking Spaces: 1FlooringElectricity BackupWaste DisposalRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Study RoomLounge or Sitting RoomCommunity FeaturesKids Play AreaNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places
House,PKR2.45 Crore,"Bahria Town Karachi, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,1 week ago,Sports City,Main FeaturesParking Spaces: 1FlooringElectricity BackupWaste DisposalRoomsBedrooms: 4Bathrooms: 4Drawing RoomDining RoomKitchens: 1Study RoomLounge or Sitting RoomCommunity FeaturesKids Play AreaNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places
House,PKR1.75 Crore,"Bahria Town Karachi, Karachi, Sindh",3,152 Sq. Yd.,For Sale,3,1 week ago,Precinct 11-A,Main FeaturesParking Spaces: 1FlooringElectricity BackupWaste DisposalRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Study RoomLounge or Sitting RoomCommunity FeaturesKids Play AreaNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places
House,PKR2 Crore,"Bahria Town Karachi, Karachi, Sindh",3,152 Sq. Yd.,For Sale,3,1 week ago,"Precinct 2,",Main FeaturesParking Spaces: 1FlooringElectricity BackupWaste DisposalRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Study RoomLounge or Sitting RoomCommunity FeaturesKids Play AreaNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places
House,PKR1.9 Crore,"Bahria Town Karachi, Karachi, Sindh",3,235 Sq. Yd.,For Sale,3,1 week ago,Precinct 31,Main FeaturesParking Spaces: 1FlooringElectricity BackupWaste DisposalRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Study RoomLounge or Sitting RoomCommunity FeaturesKids Play AreaNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places
House,PKR1.65 Crore,"Bahria Town Karachi, Karachi, Sindh",3,152 Sq. Yd.,For Sale,3,1 week ago,Precinct 11-B,Main FeaturesParking Spaces: 1FlooringElectricity BackupWaste DisposalRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Study RoomLounge or Sitting RoomCommunity FeaturesKids Play AreaNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places
House,PKR4.45 Crore,"Bahria Town Karachi, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 week ago,Bahria Paradise,Main FeaturesParking Spaces: 1FlooringElectricity BackupWaste DisposalRoomsBedrooms: 5Bathrooms: 5Drawing RoomDining RoomKitchens: 1Study RoomLounge or Sitting RoomCommunity FeaturesKids Play AreaNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places
Flat,PKR96 Lakh,PKR45 Lakh,PKR1.56 Lakh,18 Months,"Bahria Town Karachi, Karachi, Sindh",2,89 Sq. Yd.,For Sale,2,1 week ago,"Precinct 3,","Main FeaturesBuilt in yearParking SpacesLobby in BuildingDouble Glazed WindowsFlooringElectricity BackupWaste DisposalFloor: 8Floors in Building: 8ElevatorsService Elevators in BuildingOther Main FeaturesRoomsBedrooms: 2Bathrooms: 2KitchensPowder Room GymStore RoomsOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomATM MachinesOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreOther Community FacilitiesHealthcare RecreationalSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffLaundry or Dry Cleaning FacilityCommunal/Shared KitchenFacilities for DisabledOther Facilities"
Flat,PKR1.38 Crore,PKR45 Lakh,PKR1.71 Lakh,24 Months,"Bahria Town Karachi, Karachi, Sindh",3,133 Sq. Yd.,For Sale,3,1 week ago,Precinct 10-A,"Main FeaturesBuilt in yearParking SpacesLobby in BuildingDouble Glazed WindowsFlooringElectricity BackupWaste DisposalFloor: 10Floors in Building: 10ElevatorsService Elevators in BuildingOther Main FeaturesRoomsBedrooms: 3Bathrooms: 3KitchensGymStore RoomsLounge or Sitting RoomLaundry RoomOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomATM MachinesOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreOther Community FacilitiesHealthcare RecreationalSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffLaundry or Dry Cleaning FacilityCommunal/Shared KitchenFacilities for DisabledOther Facilities"
Flat,PKR65 Lakh,PKR42 Lakh,PKR1.25 Lakh,9 Months,"Bahria Town Karachi, Karachi, Sindh",1,56 Sq. Yd.,For Sale,1,1 week ago,"Precinct 3,","Main FeaturesBuilt in yearParking SpacesLobby in BuildingDouble Glazed WindowsFlooringElectricity BackupWaste DisposalFloor: 8Floors in Building: 8ElevatorsService Elevators in BuildingOther Main FeaturesRoomsBedrooms: 1Bathrooms: 1KitchensGymLounge or Sitting RoomLaundry RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomATM MachinesOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreOther Community FacilitiesHealthcare RecreationalSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffLaundry or Dry Cleaning FacilityCommunal/Shared KitchenFacilities for DisabledOther Facilities"
Flat,PKR65 Lakh,PKR42 Lakh,PKR1.25 Lakh,9 Months,"Bahria Town Karachi, Karachi, Sindh",1,56 Sq. Yd.,For Sale,1,1 week ago,"Precinct 2,","Main FeaturesBuilt in yearParking SpacesLobby in BuildingDouble Glazed WindowsFlooringElectricity BackupWaste DisposalFloor: 8Floors in Building: 8ElevatorsService Elevators in BuildingOther Main FeaturesRoomsBedrooms: 1Bathrooms: 1KitchensGymBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomATM MachinesOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreOther Community FacilitiesHealthcare RecreationalSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffLaundry or Dry Cleaning FacilityCommunal/Shared KitchenFacilities for DisabledOther Facilities"
House,PKR1.95 Crore,"Bahria Town Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,1 week ago,Precinct 11-A,"Main FeaturesDouble Glazed WindowsCentral Air ConditioningFlooringElectricity BackupFloors: 2RoomsBedrooms: 3Bathrooms: 3Servant Quarters: 1Drawing RoomDining RoomKitchens: 1Study RoomPrayer RoomStore Rooms: 1Lounge or Sitting RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyCommunity FeaturesCommunity Lawn or GardenFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Facilities
Maintenance StaffSecurity Staff"
House,PKR2.25 Crore,"Bahria Town Karachi, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,1 week ago,Precinct 35,"Main FeaturesParking SpacesDouble Glazed WindowsCentral HeatingFlooringElectricity BackupWaste DisposalFloors: 2RoomsBedrooms: 4Bathrooms: 4Servant Quarters: 1Drawing RoomDining RoomKitchens: 1Study RoomPrayer RoomStore Rooms: 1Lounge or Sitting RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Facilities
Maintenance StaffSecurity Staff"
