Type,Location,Bath,Purpose,Bedrooms,Added,Precinct ,Main Features,Total Area,Total Price
House,"Bahria Town, Karachi",3,For Sale,3,1 week ago,Precinct 10-A,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",200,20000000.0
House,"Bahria Town, Karachi",3,For Sale,3,1 week ago,Precinct 10-A,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",200,20000000.0
House,"Bahria Town, Karachi",3,For Sale,3,1 week ago,Precinct 11-A,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",200,19800000.0
House,"Bahria Town, Karachi",3,For Sale,3,1 week ago,Precinct 11-A,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",200,19800000.0
House,"Bahria Town, Karachi",3,For Sale,3,1 week ago,Precinct 11-A,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",200,19800000.0
House,"Bahria Town, Karachi",3,For Sale,3,1 week ago,Precinct 11-A,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",200,19800000.0
House,"Bahria Town, Karachi",3,For Sale,3,1 week ago,Precinct 11-A,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",200,19800000.0
House,"Bahria Town, Karachi",3,For Sale,3,1 week ago,Precinct 27,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",235,18500000.0
House,"Bahria Town, Karachi",3,For Sale,3,1 week ago,Precinct 11-A,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",200,19500000.0
House,"Bahria Town, Karachi",3,For Sale,3,1 week ago,Precinct 11-A,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",200,19500000.0
House,"Bahria Town, Karachi",3,For Sale,3,1 week ago,Precinct 11-A,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",200,19700000.0
Flat,"Bahria Town, Karachi",2,For Sale,2,1 week ago,Precinct 19,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 2Bathrooms: 2Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledPet PolicyOther Facilities",106,9500000.0
Flat,"Bahria Town, Karachi",3,For Sale,3,1 week ago,Precinct 19,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledPet PolicyOther Facilities",250,20500000.0
Flat,"Bahria Town, Karachi",2,For Sale,2,1 week ago,Bahria Town,"Main FeaturesBuilt in year: 2022Parking SpacesLobby in BuildingDouble Glazed WindowsFlooringElectricity BackupWaste DisposalFloor: 6Floors in Building: 7Elevators: 3Service Elevators in BuildingRoomsBedrooms: 2Bathrooms: 2Kitchens: 1Store Rooms: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyBusiness Center or Media Room in BuildingIntercomATM MachinesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Facilities
Maintenance StaffSecurity StaffLaundry or Dry Cleaning FacilityCommunal/Shared KitchenPet Policy",106,7800000.0
House,"Bahria Town, Karachi",4,For Sale,4,1 week ago,Bahria Town,"Main FeaturesParking SpacesFlooringElectricity BackupWaste DisposalRoomsBedrooms: 4Bathrooms: 4Servant QuartersDrawing RoomDining RoomKitchensBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyCommunity FeaturesMosqueNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Facilities
Maintenance StaffSecurity Staff",350,24000000.0
House,"Bahria Town, Karachi",5,For Sale,4,1 week ago,Precinct 35,"Main FeaturesParking SpacesFlooringElectricity BackupWaste DisposalRoomsBedrooms: 2Bathrooms: 2Drawing RoomDining RoomKitchensBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyCommunity FeaturesMosqueNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Facilities
Maintenance StaffSecurity Staff",350,23000000.0
House,"Bahria Town, Karachi",4,For Sale,4,1 week ago,Precinct 35,"Main FeaturesFlooringElectricity BackupRoomsBedrooms: 4Bathrooms: 4Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",350,21500000.0
House,"Bahria Town, Karachi",3,For Sale,3,1 week ago,Precinct 11-A,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomBusiness and CommunicationSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",152,19500000.0
House,"Bahria Town, Karachi",3,For Sale,3,1 week ago,"Precinct 2,","Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomBusiness and CommunicationSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",200,27500000.0
House,"Bahria Town, Karachi",3,For Sale,3,1 week ago,"Precinct 2,","Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomBusiness and CommunicationSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",200,25500000.0
House,"Bahria Town, Karachi",3,For Sale,3,1 week ago,Precinct 11-B,Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places,152,18000000.0
House,"Bahria Town, Karachi",3,For Sale,3,1 week ago,Precinct 11-B,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomBusiness and CommunicationSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",152,18000000.0
House,"Bahria Town, Karachi",3,For Sale,3,1 week ago,"Precinct 2,","Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomBusiness and CommunicationSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",152,21000000.0
